Q2,Q4,Q5,Q6,Q7_1,Q7_2,Q7_3,Q8_1,Q8_2,Q8_3,Q8_4,Q9_1,Q9_2,Q9_3,Q9_4,Q10,Q11,Q12,Q13,Q14,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q15_8,Q15_9,Q17,Q19,Q21,Q22,Q23,sex,age,occupation/school,student/faculty
A great deal,From the news,To obtain significant help with a project,To aid in completion of a project,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Very much so,Somewhat,A good amount,11 or more times,Curiosity,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,,,,,,,,
A good amount,From the news,To obtain significant help with a project,Curiosity,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Very much so,Very much so,A little,1 to 5,Curiosity,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Strongly agree,Strongly agree,,,,,,,,,
A good amount,From the news,Curiosity,To get started with a project,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat,Somewhat,A little,1 to 5,Curiosity,,,,,,,,,,,,,,,,,,
A little,From a colleague,To obtain significant help with a project,Curiosity,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Not at all,Not at all,Not at all,0,I have not used ChatGPT,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Strongly agree,Neither agree nor disagree,,Very unlikely,Very unlikely,,Male,46+,,
A good amount,From the news,Curiosity,To get started with a project,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat,Somewhat,Not at all,0,I have not used ChatGPT,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither likely nor unlikely,Neither likely nor unlikely,"I feel it is a very interesting achievement in AI development and an extremely impressive feat. I think it is okay for it to be used in starting a project or creating short automated messages, however it has no place in an academic environment. I believe if it is used by students, it will result in laziness and lack of knowledge moving forward.",Female,18-21,Social & Behavioral Sciences,Student
A good amount,From the news,Other; please specify,To aid in completion of a project,Strongly agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Strongly disagree,Somewhat agree,Very much so,Very much so,A good amount,11 or more times,Curiosity,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly disagree,Somewhat likely,Somewhat likely,Validate its outputs. Do not trust blindly.,Female,38-41,,
Nothing at all,Other,Curiosity,Curiosity,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Very much so,Somewhat,A little,1 to 5,Curiosity,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat likely,Somewhat likely,"It is very interesting and can be beneficial, but I am still confused on the applications and reasons for it to begin with. I have used similar services for a class but I realized it was conversations with AI (knowingly) that make me have a better opinion of it than the examples provided in this for ChatGPT",Female,22-25,Social & Behavioral Sciences,Student
A good amount,From the news,To obtain significant help with a project,To aid in completion of a project,Neither agree nor disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat,Somewhat,Not at all,0,I have not used ChatGPT,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat disagree,Somewhat likely,Somewhat unlikely,"I agree that ChatGPT could be useful as a tool, but my worry is that it will decrease original thought and/or effort. If it becomes a first stop for people, they won't have the experience of creating something from a blank page (or mind). At the same time, I recognize that ChatGPT and other applications are here to stay, so it is best if we figure out how to work with them. ",Female,42-45,Professor/Faculty,Professor/Faculty
A little,From the news,Curiosity,Curiosity,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Very much so,Somewhat,Not at all,0,I have not used ChatGPT,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Somewhat likely,Somewhat unlikely,"I wouldn't trust ChatGPT to provide factual information in an important situation. In ""The Coat"" example, I would not rely on the response for school or work, but I would if I needed a quick understanding for a friendly conversation or before going to see a play or lecture that referenced the topic. Chat GPT pulls from a variety of public sources, and some of those sources are not accurate, or are matters of opinion. Often times, things can be viewed from multiple angles or perspectives and ChatGPT doesn't have the finesse to think critically in that way. But to provide basic context before diving into something? I can definitely see the possibility. I also think it can be incredibly fun. A friend of mine used ChatGPT to create poems in the style of a poet we both hate and kept feeding it increasingly ridiculous topics to write about. I could also see it used as an educational exercise in a literature class where ChatGPT writes something and the class critiques it - what literally style did it use? What grammar mistakes? How could it be better written? What if you had to change the perspective of the narrative? ChatGPT is here. It is dumb to expect people to ignore it, so the only other choice is to embrace it and figure out how it can be used as a tool - both for fun and for educational purposes.",Non-binary / third gender,34-37,Professor/Faculty,Professor/Faculty
A good amount,From the news,To obtain significant help with a project,To obtain significant help with a project,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Very much so,Very much so,A little,1 to 5,Curiosity,Somewhat disagree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly agree,Strongly agree,,,,,,,,,
A little,From the news,To obtain significant help with a project,To obtain significant help with a project,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Somewhat agree,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Very much so,Somewhat,Not at all,0,I have not used ChatGPT,Somewhat disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Somewhat agree,Somewhat likely,Somewhat unlikely,,Female,46+,,
A great deal,From the news,To obtain significant help with a project,To obtain significant help with a project,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat disagree,Very much so,Somewhat,Not at all,0,I have not used ChatGPT,Somewhat disagree,Somewhat agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly disagree,Neither likely nor unlikely,Neither likely nor unlikely,,,,,
A little,Other,Curiosity,Other; please specify,Strongly disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Somewhat,Not at all,Not at all,0,I have not used ChatGPT,Strongly disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat disagree,Neither agree nor disagree,Somewhat agree,Strongly agree,Somewhat likely,Very unlikely,"I see it as another ""siri"" but just more technologically advanced. AI in general possesses great danger to our society and I believe that instead of implementing it into schools, which encourages students not to think on their own, we should be taught the dangers of these types of softwares. ",Male,18-21,Social & Behavioral Sciences,Student
A little,From a colleague,To aid in completion of a project,To aid in completion of a project,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat agree,Neither agree nor disagree,Strongly disagree,Very much so,Somewhat,A little,1 to 5,Curiosity,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat likely,Somewhat likely,,Female,46+,Professor/Faculty,Professor/Faculty
A great deal,From the news,To obtain significant help with a project,To get started with a project,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Strongly agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Somewhat,Somewhat,A little,11 or more times,To aid in completion of a project,Strongly agree,Strongly agree,Strongly agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Neither agree nor disagree,Somewhat unlikely,Very unlikely,"ChatGPT has helped me begin and structure various memos and letters - that is a huge time and energy saver for my work. However, I do not trust it to ""think"" or give me complex analyses that are also accurate. Its like bowling with bumpers - I'm more likely to hit the pins I want, but not all of them.. and you still need to roll the ball like a human being first.",Female,30-33,Professor/Faculty,Professor/Faculty
A good amount,From the news,To obtain significant help with a project,Curiosity,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat,Somewhat,A good amount,11 or more times,Curiosity,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Strongly disagree,Neither agree nor disagree,Somewhat agree,Strongly disagree,Neither agree nor disagree,Very unlikely,Very unlikely,Insufficient,Prefer not to say,34-37,Professor/Faculty,Professor/Faculty
A good amount,From the news,To obtain significant help with a project,Curiosity,Somewhat disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat,Somewhat,Not at all,0,I have not used ChatGPT,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat unlikely,Very unlikely,"It does not capture nuances, in the same way that the questions in this questionnaire do not capture nuances or situational differences.",Female,46+,Professor/Faculty,Professor/Faculty
